dataset,seed,n_nodes,n_leaves,depth,mean_node_margin,binary_split_fraction,method,fit_time_sec
bank_marketing,15,71.0,36.0,12.0,,,cart_pruned,0.1303046999964863
bank_marketing,15,149.0,75.0,10.0,,,cart_tuned_depth,0.0586689000192564
bank_marketing,15,,,,,,extra_trees,0.0987218999944161
bank_marketing,15,,,,,,linear_svm,0.0950901000178419
bank_marketing,15,61.0,31.0,6.0,0.3923427997818307,0.3666666666666666,mags_binary_excluded,0.0650296999956481
bank_marketing,15,65.0,33.0,6.0,0.4904396645760288,0.46875,mags_fixed,0.0631671999872196
bank_marketing,15,61.0,31.0,6.0,0.6580710015264531,0.0,mags_tuned,1.9001684999966528
bank_marketing,15,63.0,32.0,6.0,0.3739629442627918,0.3548387096774194,matched_gini,0.0727229000185616
bank_marketing,15,83.0,42.0,6.0,,,noise_augmented_cart,0.0748483999923337
bank_marketing,15,,,,,,random_forest,0.1283422999840695
bank_marketing,15,,,,,,rbf_svm,0.0593491999898105
bank_marketing,16,71.0,36.0,6.0,,,cart_fixed,0.0063680000021122
bank_marketing,16,7.0,4.0,3.0,,,cart_pruned,0.1372228999971412
bank_marketing,16,7.0,4.0,2.0,,,cart_tuned_depth,0.0546520999923814
bank_marketing,16,,,,,,extra_trees,0.1062098999973386
bank_marketing,16,,,,,,linear_svm,0.130887100007385
bank_marketing,16,67.0,34.0,6.0,0.2324365694686862,0.2121212121212121,mags_binary_excluded,0.0673214000125881
bank_marketing,16,61.0,31.0,6.0,0.4521423509350706,0.4333333333333333,mags_fixed,0.0625707999861333
bank_marketing,16,29.0,15.0,4.0,0.7168171353420105,0.0,mags_tuned,1.6784345999767538
bank_marketing,16,67.0,34.0,6.0,0.2270421900978732,0.2121212121212121,matched_gini,0.0459895000094547
bank_marketing,16,75.0,38.0,6.0,,,noise_augmented_cart,0.0735263999958988
bank_marketing,16,,,,,,random_forest,0.1283000000112224
bank_marketing,16,,,,,,rbf_svm,0.0593817999761085
bank_marketing,17,61.0,31.0,6.0,,,cart_fixed,0.0075321999902371
bank_marketing,17,19.0,10.0,7.0,,,cart_pruned,0.1407581999956164
bank_marketing,17,43.0,22.0,5.0,,,cart_tuned_depth,0.0541983000002801
bank_marketing,17,,,,,,extra_trees,0.1080772000132128
bank_marketing,17,,,,,,linear_svm,0.1213677000196185
bank_marketing,17,61.0,31.0,6.0,0.4479533901059209,0.4333333333333333,mags_binary_excluded,0.0536191000137478
bank_marketing,17,69.0,35.0,6.0,0.4935907160585142,0.4705882352941176,mags_fixed,0.0674784000148065
bank_marketing,17,25.0,13.0,4.0,0.670185849842636,0.0,mags_tuned,1.543693899991922
bank_marketing,17,67.0,34.0,6.0,0.3477124829265235,0.3333333333333333,matched_gini,0.0739062000066042
bank_marketing,17,81.0,41.0,6.0,,,noise_augmented_cart,0.0730562999960966
bank_marketing,17,,,,,,random_forest,0.1330468999803997
bank_marketing,17,,,,,,rbf_svm,0.0646020999993197
bank_marketing,18,77.0,39.0,6.0,,,cart_fixed,0.0078382000210694
bank_marketing,18,77.0,39.0,15.0,,,cart_pruned,0.144729699997697
bank_marketing,18,127.0,64.0,10.0,,,cart_tuned_depth,0.0591734000190626
bank_marketing,18,,,,,,extra_trees,0.0982693000114522
bank_marketing,18,,,,,,linear_svm,0.1175577999965753
bank_marketing,18,79.0,40.0,6.0,0.3646065474240292,0.3333333333333333,mags_binary_excluded,0.0759603999904356
bank_marketing,18,71.0,36.0,6.0,0.5312514838101888,0.5142857142857142,mags_fixed,0.0589636999939102
bank_marketing,18,67.0,34.0,6.0,0.4730462151378287,0.0,mags_tuned,1.8048489000066184
bank_marketing,18,79.0,40.0,6.0,0.3567557452512215,0.3333333333333333,matched_gini,0.0712122000113595
bank_marketing,18,87.0,44.0,6.0,,,noise_augmented_cart,0.0761361999902874
bank_marketing,18,,,,,,random_forest,0.1465179999941028
bank_marketing,18,,,,,,rbf_svm,0.0640328000008594
bank_marketing,19,59.0,30.0,6.0,,,cart_fixed,0.007536599994637
bank_marketing,19,15.0,8.0,5.0,,,cart_pruned,0.1577181000029668
bank_marketing,19,7.0,4.0,2.0,,,cart_tuned_depth,0.0535785999963991
bank_marketing,19,,,,,,extra_trees,0.094185699999798
bank_marketing,19,,,,,,linear_svm,0.1066038999997545
bank_marketing,19,69.0,35.0,6.0,0.3800517127069568,0.3529411764705882,mags_binary_excluded,0.0493792000052053
bank_marketing,19,59.0,30.0,6.0,0.4037880286655859,0.3793103448275862,mags_fixed,0.0637227999977767
bank_marketing,19,113.0,57.0,9.0,0.3822129453225453,0.0,mags_tuned,1.6380093000188936
bank_marketing,19,69.0,35.0,6.0,0.3711795837247886,0.3529411764705882,matched_gini,0.0612007000017911
bank_marketing,19,71.0,36.0,6.0,,,noise_augmented_cart,0.0804086000134702
bank_marketing,19,,,,,,random_forest,0.1419031000114046
bank_marketing,19,,,,,,rbf_svm,0.0629563999827951
bank_marketing,20,57.0,29.0,6.0,,,cart_fixed,0.0081605000013951
bank_marketing,20,17.0,9.0,5.0,,,cart_pruned,0.150345699978061
bank_marketing,20,57.0,29.0,6.0,,,cart_tuned_depth,0.068801200017333
bank_marketing,20,,,,,,extra_trees,0.096685399999842
bank_marketing,20,,,,,,linear_svm,0.0764683000161312
bank_marketing,20,61.0,31.0,6.0,0.3913845723779267,0.3666666666666666,mags_binary_excluded,0.0668157000036444
bank_marketing,20,67.0,34.0,6.0,0.4069909295949277,0.3939393939393939,mags_fixed,0.069352099992102
bank_marketing,20,45.0,23.0,5.0,0.5089475150291207,0.0,mags_tuned,1.6188833999913186
bank_marketing,20,61.0,31.0,6.0,0.3891815072438271,0.3666666666666666,matched_gini,0.0726946999784559
bank_marketing,20,75.0,38.0,6.0,,,noise_augmented_cart,0.0761492000019643
bank_marketing,20,,,,,,random_forest,0.1407859000028111
bank_marketing,20,,,,,,rbf_svm,0.060812400013674
bank_marketing,21,59.0,30.0,6.0,,,cart_fixed,0.0074017000151798
bank_marketing,21,23.0,12.0,5.0,,,cart_pruned,0.1441125000128522
bank_marketing,21,15.0,8.0,3.0,,,cart_tuned_depth,0.0545272000017575
bank_marketing,21,,,,,,extra_trees,0.0951630999916233
bank_marketing,21,,,,,,linear_svm,0.0995933000231161
bank_marketing,21,67.0,34.0,6.0,0.349230651741277,0.3333333333333333,mags_binary_excluded,0.0750871000054758
bank_marketing,21,73.0,37.0,6.0,0.4608815711270789,0.4444444444444444,mags_fixed,0.0634677000052761
bank_marketing,21,29.0,15.0,4.0,0.578843057559385,0.0,mags_tuned,1.6152275999775156
bank_marketing,21,69.0,35.0,6.0,0.3397321634924762,0.3235294117647059,matched_gini,0.0535466000146698
bank_marketing,21,85.0,43.0,6.0,,,noise_augmented_cart,0.0749164999870117
bank_marketing,21,,,,,,random_forest,0.1307254999992437
bank_marketing,21,,,,,,rbf_svm,0.0562202000000979
bank_marketing,22,69.0,35.0,6.0,,,cart_fixed,0.0078508000005967
bank_marketing,22,219.0,110.0,19.0,,,cart_pruned,0.1529000000155065
bank_marketing,22,219.0,110.0,19.0,,,cart_tuned_depth,0.0663302000029943
bank_marketing,22,,,,,,extra_trees,0.0877297999977599
bank_marketing,22,,,,,,linear_svm,0.1154587999917566
bank_marketing,22,69.0,35.0,6.0,0.3240565097662079,0.2941176470588235,mags_binary_excluded,0.0586907000106293
bank_marketing,22,79.0,40.0,6.0,0.4647827758617566,0.4358974358974359,mags_fixed,0.0745264000142924
bank_marketing,22,23.0,12.0,4.0,0.5520399858561453,0.0,mags_tuned,1.6851925999799278
bank_marketing,22,63.0,32.0,6.0,0.3427203818824316,0.3225806451612903,matched_gini,0.0633380000072065
bank_marketing,22,77.0,39.0,6.0,,,noise_augmented_cart,0.0712948000000324
bank_marketing,22,,,,,,random_forest,0.1318238000094425
bank_marketing,22,,,,,,rbf_svm,0.0658347999851685
bank_marketing,23,69.0,35.0,6.0,,,cart_fixed,0.0063376000034622
bank_marketing,23,19.0,10.0,8.0,,,cart_pruned,0.1490071000007446
bank_marketing,23,29.0,15.0,4.0,,,cart_tuned_depth,0.0551815000071655
bank_marketing,23,,,,,,extra_trees,0.0896606000023894
bank_marketing,23,,,,,,linear_svm,0.0761634000227786
bank_marketing,23,73.0,37.0,6.0,0.3810965148776161,0.3611111111111111,mags_binary_excluded,0.0743049000157043
bank_marketing,23,57.0,29.0,6.0,0.4420631552647733,0.4285714285714285,mags_fixed,0.0546498000039719
bank_marketing,23,127.0,64.0,9.0,0.4807927212103404,0.0,mags_tuned,1.6854690999898594
bank_marketing,23,73.0,37.0,6.0,0.37980515151578,0.3611111111111111,matched_gini,0.0725595999974757
bank_marketing,23,77.0,39.0,6.0,,,noise_augmented_cart,0.071438599989051
bank_marketing,23,,,,,,random_forest,0.1326700000208802
bank_marketing,23,,,,,,rbf_svm,0.0656613000028301
bank_marketing,24,69.0,35.0,6.0,,,cart_fixed,0.0075988000025972
bank_marketing,24,133.0,67.0,19.0,,,cart_pruned,0.1579775999998673
bank_marketing,24,119.0,60.0,10.0,,,cart_tuned_depth,0.0609147000068333
bank_marketing,24,,,,,,extra_trees,0.0958202000183519
bank_marketing,24,,,,,,linear_svm,0.0870758999953977
bank_marketing,24,67.0,34.0,6.0,0.322581636089842,0.303030303030303,mags_binary_excluded,0.0732333000050857
bank_marketing,24,73.0,37.0,6.0,0.4553722843678287,0.4444444444444444,mags_fixed,0.0687234999786596
bank_marketing,24,67.0,34.0,6.0,0.3752628258678059,0.0,mags_tuned,1.9145457000122408
bank_marketing,24,67.0,34.0,6.0,0.3222555908270879,0.303030303030303,matched_gini,0.0582696999772451
bank_marketing,24,71.0,36.0,6.0,,,noise_augmented_cart,0.0749571000051219
bank_marketing,24,,,,,,random_forest,0.1409352000046055
bank_marketing,24,,,,,,rbf_svm,0.0599649999930989
bank_marketing,25,71.0,36.0,6.0,,,cart_fixed,0.0071740999992471
bank_marketing,25,21.0,11.0,7.0,,,cart_pruned,0.1482757999910973
bank_marketing,25,51.0,26.0,5.0,,,cart_tuned_depth,0.0631304000271484
bank_marketing,25,,,,,,extra_trees,0.0933330999978352
bank_marketing,25,,,,,,linear_svm,0.0912393000035081
bank_marketing,25,75.0,38.0,6.0,0.3349718828040214,0.2972972972972973,mags_binary_excluded,0.078647499991348
bank_marketing,25,65.0,33.0,6.0,0.459248625491987,0.4375,mags_fixed,0.0579270000162068
bank_marketing,25,61.0,31.0,6.0,0.5899376968501252,0.0,mags_tuned,1.6771264999988489
bank_marketing,25,75.0,38.0,6.0,0.3557019249448583,0.3243243243243243,matched_gini,0.0700020999938715
bank_marketing,25,79.0,40.0,6.0,,,noise_augmented_cart,0.0782696999958716
bank_marketing,25,,,,,,random_forest,0.1375245999952312
bank_marketing,25,,,,,,rbf_svm,0.0734259999881032
bank_marketing,26,67.0,34.0,6.0,,,cart_fixed,0.0079711000144016
bank_marketing,26,213.0,107.0,22.0,,,cart_pruned,0.146873499994399
bank_marketing,26,29.0,15.0,4.0,,,cart_tuned_depth,0.0531651999917812
bank_marketing,26,,,,,,extra_trees,0.1058612999913748
bank_marketing,26,,,,,,linear_svm,0.1142489000048954
bank_marketing,26,65.0,33.0,6.0,0.4697454749690674,0.4375,mags_binary_excluded,0.0569728999980725
bank_marketing,26,59.0,30.0,6.0,0.492498266808621,0.4827586206896552,mags_fixed,0.0658697999897413
bank_marketing,26,117.0,59.0,9.0,0.5029296729902423,0.0,mags_tuned,1.7952189999923576
bank_marketing,26,65.0,33.0,6.0,0.4508028001267948,0.4375,matched_gini,0.0683177999744657
bank_marketing,26,89.0,45.0,6.0,,,noise_augmented_cart,0.0724515999900177
bank_marketing,26,,,,,,random_forest,0.1217753000091761
bank_marketing,26,,,,,,rbf_svm,0.0645483999978751
bank_marketing,27,73.0,37.0,6.0,,,cart_fixed,0.0076504999888129
bank_marketing,27,19.0,10.0,8.0,,,cart_pruned,0.1466149000043515
bank_marketing,27,7.0,4.0,2.0,,,cart_tuned_depth,0.057784000004176
bank_marketing,27,,,,,,extra_trees,0.0999656999774742
bank_marketing,27,,,,,,linear_svm,0.1016979000123683
bank_marketing,27,69.0,35.0,6.0,0.3572062126327061,0.3235294117647059,mags_binary_excluded,0.0679843999969307
bank_marketing,27,69.0,35.0,6.0,0.3480045017073328,0.3235294117647059,mags_fixed,0.0721537999925203
bank_marketing,27,47.0,24.0,5.0,0.3679528111239248,0.0,mags_tuned,1.680853500001831
bank_marketing,27,69.0,35.0,6.0,0.378372555449652,0.3529411764705882,matched_gini,0.0602342000056523
bank_marketing,27,73.0,37.0,6.0,,,noise_augmented_cart,0.0754042999760713
bank_marketing,27,,,,,,random_forest,0.1478486999985762
bank_marketing,27,,,,,,rbf_svm,0.0624215999851003
bank_marketing,28,71.0,36.0,6.0,,,cart_fixed,0.0071106000104919
bank_marketing,28,25.0,13.0,10.0,,,cart_pruned,0.1445003000262659
bank_marketing,28,7.0,4.0,2.0,,,cart_tuned_depth,0.049203500006115
bank_marketing,28,,,,,,extra_trees,0.0978382999892346
bank_marketing,28,,,,,,linear_svm,0.1043902000237722
bank_marketing,28,63.0,32.0,6.0,0.319585980659443,0.2903225806451613,mags_binary_excluded,0.0597132999973837
bank_marketing,28,65.0,33.0,6.0,0.3906719124710224,0.375,mags_fixed,0.0725810999865643
bank_marketing,28,27.0,14.0,4.0,0.4745857021302703,0.0,mags_tuned,1.639165799977491
bank_marketing,28,63.0,32.0,6.0,0.3180487444985509,0.2903225806451613,matched_gini,0.0691956000227946
bank_marketing,28,71.0,36.0,6.0,,,noise_augmented_cart,0.0697352999995928
bank_marketing,28,,,,,,random_forest,0.1376578000199515
bank_marketing,28,,,,,,rbf_svm,0.0710531999939121
bank_marketing,29,69.0,35.0,6.0,,,cart_fixed,0.0072874999896157
bank_marketing,29,209.0,105.0,19.0,,,cart_pruned,0.1232157000049483
bank_marketing,29,7.0,4.0,2.0,,,cart_tuned_depth,0.0514255999878514
bank_marketing,29,,,,,,extra_trees,0.0931340999959502
bank_marketing,29,,,,,,linear_svm,0.1033009000238962
bank_marketing,29,75.0,38.0,6.0,0.4336959800077626,0.4054054054054054,mags_binary_excluded,0.0725151999795343
bank_marketing,29,75.0,38.0,6.0,0.5867216175573142,0.5675675675675675,mags_fixed,0.069313800020609
bank_marketing,29,85.0,43.0,7.0,0.5494428169270948,0.0,mags_tuned,1.7201622999855315
bank_marketing,29,75.0,38.0,6.0,0.430303260742381,0.4054054054054054,matched_gini,0.0678580999956466
bank_marketing,29,73.0,37.0,6.0,,,noise_augmented_cart,0.0743946000002324
bank_marketing,29,,,,,,random_forest,0.1381691000133287
bank_marketing,29,,,,,,rbf_svm,0.0633193999819923
breast_cancer,0,21.0,11.0,4.0,,,cart_fixed,0.0023046999995131
breast_cancer,0,23.0,12.0,5.0,,,cart_pruned,0.0217703999951481
breast_cancer,0,13.0,7.0,3.0,,,cart_tuned_depth,0.0229683999787084
breast_cancer,0,,,,,,extra_trees,0.0457656999933533
breast_cancer,0,,,,,,linear_svm,0.0015825000009499
breast_cancer,0,17.0,9.0,4.0,0.0392245863463158,0.0,mags_binary_excluded,0.0850562000123318
breast_cancer,0,17.0,9.0,4.0,0.0392245863463158,0.0,mags_fixed,0.0865227000031154
breast_cancer,0,7.0,4.0,2.0,0.0026568408715715,0.0,mags_tuned,1.7731037999910768
breast_cancer,0,17.0,9.0,4.0,0.0138579149180671,0.0,matched_gini,0.0853961999819148
breast_cancer,0,23.0,12.0,4.0,,,noise_augmented_cart,0.0050379999738652
breast_cancer,0,,,,,,random_forest,0.0676083999860566
breast_cancer,0,,,,,,rbf_svm,0.0018661000067368
breast_cancer,1,17.0,9.0,4.0,,,cart_fixed,0.0028985000099055
breast_cancer,1,21.0,11.0,5.0,,,cart_pruned,0.0237143999838735
breast_cancer,1,7.0,4.0,2.0,,,cart_tuned_depth,0.0274230999930296
breast_cancer,1,,,,,,extra_trees,0.0484920999733731
breast_cancer,1,,,,,,linear_svm,0.0012881999718956
breast_cancer,1,17.0,9.0,4.0,0.0272317558554873,0.0,mags_binary_excluded,0.076197599992156
breast_cancer,1,17.0,9.0,4.0,0.0272317558554873,0.0,mags_fixed,0.0827091000101063
breast_cancer,1,13.0,7.0,3.0,0.0169756449879457,0.0,mags_tuned,1.5676297000027262
breast_cancer,1,17.0,9.0,4.0,0.0272317558554873,0.0,matched_gini,0.0859727000060956
breast_cancer,1,21.0,11.0,4.0,,,noise_augmented_cart,0.0045358999923337
breast_cancer,1,,,,,,random_forest,0.0775580999907106
breast_cancer,1,,,,,,rbf_svm,0.0013122000091243
breast_cancer,2,17.0,9.0,4.0,,,cart_fixed,0.002957199991215
breast_cancer,2,23.0,12.0,5.0,,,cart_pruned,0.0217066000041086
breast_cancer,2,7.0,4.0,2.0,,,cart_tuned_depth,0.0232854000059887
breast_cancer,2,,,,,,extra_trees,0.0470566000149119
breast_cancer,2,,,,,,linear_svm,0.0012986000219825
breast_cancer,2,17.0,9.0,4.0,0.0251780458685518,0.0,mags_binary_excluded,0.0677466999914031
breast_cancer,2,17.0,9.0,4.0,0.0251780458685518,0.0,mags_fixed,0.0548157999874092
breast_cancer,2,13.0,7.0,3.0,0.0092707824630518,0.0,mags_tuned,1.7002082999970298
breast_cancer,2,17.0,9.0,4.0,0.0196908956323254,0.0,matched_gini,0.0727325999760069
breast_cancer,2,23.0,12.0,4.0,,,noise_augmented_cart,0.006253800005652
breast_cancer,2,,,,,,random_forest,0.0834137000201735
breast_cancer,2,,,,,,rbf_svm,0.0013022000202909
breast_cancer,3,15.0,8.0,4.0,,,cart_fixed,0.0031338999979197
breast_cancer,3,19.0,10.0,5.0,,,cart_pruned,0.0319616999768186
breast_cancer,3,19.0,10.0,5.0,,,cart_tuned_depth,0.0278170999954454
breast_cancer,3,,,,,,extra_trees,0.0410215000156313
breast_cancer,3,,,,,,linear_svm,0.0014856000198051
breast_cancer,3,17.0,9.0,4.0,0.0059212285248597,0.0,mags_binary_excluded,0.0632768999785184
breast_cancer,3,17.0,9.0,4.0,0.0059212285248597,0.0,mags_fixed,0.07992240000749
breast_cancer,3,21.0,11.0,5.0,0.0330985950222737,0.0,mags_tuned,1.640707200014731
breast_cancer,3,17.0,9.0,4.0,0.0046796729471994,0.0,matched_gini,0.0781485000043176
breast_cancer,3,23.0,12.0,4.0,,,noise_augmented_cart,0.0059953999880235
breast_cancer,3,,,,,,random_forest,0.0848545999906491
breast_cancer,3,,,,,,rbf_svm,0.0013431000115815
breast_cancer,4,17.0,9.0,4.0,,,cart_fixed,0.0028908000094816
breast_cancer,4,5.0,3.0,2.0,,,cart_pruned,0.0186041999841108
breast_cancer,4,13.0,7.0,3.0,,,cart_tuned_depth,0.0234921000082977
breast_cancer,4,,,,,,extra_trees,0.0450474999961443
breast_cancer,4,,,,,,linear_svm,0.0012497999996412
breast_cancer,4,21.0,11.0,4.0,0.0873262743582133,0.0,mags_binary_excluded,0.0702741999994032
breast_cancer,4,21.0,11.0,4.0,0.0873262743582133,0.0,mags_fixed,0.0618044000002555
breast_cancer,4,7.0,4.0,2.0,0.0089030771410624,0.0,mags_tuned,1.4151552999974228
breast_cancer,4,21.0,11.0,4.0,0.0354065545621724,0.0,matched_gini,0.0552336999971885
breast_cancer,4,25.0,13.0,4.0,,,noise_augmented_cart,0.0049095999856945
breast_cancer,4,,,,,,random_forest,0.0919666999834589
breast_cancer,4,,,,,,rbf_svm,0.0013452999992296
breast_cancer,5,15.0,8.0,4.0,,,cart_fixed,0.0022759999847039
breast_cancer,5,5.0,3.0,2.0,,,cart_pruned,0.0187654999899677
breast_cancer,5,7.0,4.0,2.0,,,cart_tuned_depth,0.0202092000108677
breast_cancer,5,,,,,,extra_trees,0.0439088999992236
breast_cancer,5,,,,,,linear_svm,0.0017646000196691
breast_cancer,5,17.0,9.0,4.0,0.1064708964825798,0.0,mags_binary_excluded,0.0666828000103123
breast_cancer,5,17.0,9.0,4.0,0.1064708964825798,0.0,mags_fixed,0.063009300007252
breast_cancer,5,17.0,9.0,4.0,0.1064708964825798,0.0,mags_tuned,2.0192815999907907
breast_cancer,5,17.0,9.0,4.0,0.0671505350248903,0.0,matched_gini,0.0671340000117197
breast_cancer,5,23.0,12.0,4.0,,,noise_augmented_cart,0.005788799986476
breast_cancer,5,,,,,,random_forest,0.0818117999879177
breast_cancer,5,,,,,,rbf_svm,0.0013056000170763
breast_cancer,6,17.0,9.0,4.0,,,cart_fixed,0.0021892999939154
breast_cancer,6,7.0,4.0,3.0,,,cart_pruned,0.0219638999842572
breast_cancer,6,13.0,7.0,3.0,,,cart_tuned_depth,0.0234358000161591
breast_cancer,6,,,,,,extra_trees,0.0421772999980021
breast_cancer,6,,,,,,linear_svm,0.0013927000109106
breast_cancer,6,17.0,9.0,4.0,0.0152593922570311,0.0,mags_binary_excluded,0.0639937999949324
breast_cancer,6,17.0,9.0,4.0,0.0152593922570311,0.0,mags_fixed,0.0712127000151667
breast_cancer,6,7.0,4.0,2.0,0.0139854976764697,0.0,mags_tuned,1.5549549999996088
breast_cancer,6,17.0,9.0,4.0,0.0305920480158626,0.0,matched_gini,0.0694384000089485
breast_cancer,6,23.0,12.0,4.0,,,noise_augmented_cart,0.0049780000117607
breast_cancer,6,,,,,,random_forest,0.0715681000147014
breast_cancer,6,,,,,,rbf_svm,0.0013171999889891
breast_cancer,7,19.0,10.0,4.0,,,cart_fixed,0.0028510999982245
breast_cancer,7,9.0,5.0,3.0,,,cart_pruned,0.0306146999937482
breast_cancer,7,13.0,7.0,3.0,,,cart_tuned_depth,0.0196644999959971
breast_cancer,7,,,,,,extra_trees,0.0380395000101998
breast_cancer,7,,,,,,linear_svm,0.0013176000211387
breast_cancer,7,19.0,10.0,4.0,0.020765578649401,0.0,mags_binary_excluded,0.0903018999961204
breast_cancer,7,19.0,10.0,4.0,0.020765578649401,0.0,mags_fixed,0.0885218000039458
breast_cancer,7,19.0,10.0,4.0,0.017296792052605,0.0,mags_tuned,2.001957200001925
breast_cancer,7,19.0,10.0,4.0,0.0129076728599244,0.0,matched_gini,0.1068495000072289
breast_cancer,7,23.0,12.0,4.0,,,noise_augmented_cart,0.0048219000163953
breast_cancer,7,,,,,,random_forest,0.0682386000116821
breast_cancer,7,,,,,,rbf_svm,0.0013273000076878
breast_cancer,8,17.0,9.0,4.0,,,cart_fixed,0.002407599997241
breast_cancer,8,23.0,12.0,6.0,,,cart_pruned,0.0187068000086583
breast_cancer,8,7.0,4.0,2.0,,,cart_tuned_depth,0.0244953999936115
breast_cancer,8,,,,,,extra_trees,0.0424280000152066
breast_cancer,8,,,,,,linear_svm,0.0013283000153023
breast_cancer,8,15.0,8.0,4.0,0.0203540464912876,0.0,mags_binary_excluded,0.0763601000071503
breast_cancer,8,15.0,8.0,4.0,0.0203540464912876,0.0,mags_fixed,0.089055799995549
breast_cancer,8,13.0,7.0,3.0,0.020405359751519,0.0,mags_tuned,1.6436685999797191
breast_cancer,8,15.0,8.0,4.0,0.0023123286664569,0.0,matched_gini,0.0741036999970674
breast_cancer,8,19.0,10.0,4.0,,,noise_augmented_cart,0.0056281999859493
breast_cancer,8,,,,,,random_forest,0.06894420000026
breast_cancer,8,,,,,,rbf_svm,0.0014822999946773
breast_cancer,9,19.0,10.0,4.0,,,cart_fixed,0.0023985000152606
breast_cancer,9,25.0,13.0,7.0,,,cart_pruned,0.0220935000106692
breast_cancer,9,7.0,4.0,2.0,,,cart_tuned_depth,0.0260846999881323
breast_cancer,9,,,,,,extra_trees,0.0377875999838579
breast_cancer,9,,,,,,linear_svm,0.0011992999934591
breast_cancer,9,19.0,10.0,4.0,0.0335872376085152,0.0,mags_binary_excluded,0.0599905000126455
breast_cancer,9,19.0,10.0,4.0,0.0335872376085152,0.0,mags_fixed,0.0790029999916441
breast_cancer,9,7.0,4.0,2.0,0.006639494893747,0.0,mags_tuned,1.9591612000076568
breast_cancer,9,19.0,10.0,4.0,0.0165172967597843,0.0,matched_gini,0.0850535000208765
breast_cancer,9,19.0,10.0,4.0,,,noise_augmented_cart,0.0048534000234212
breast_cancer,9,,,,,,random_forest,0.0840020999894477
breast_cancer,9,,,,,,rbf_svm,0.0013025000225752
breast_cancer,10,17.0,9.0,4.0,,,cart_fixed,0.003101800015429
breast_cancer,10,11.0,6.0,4.0,,,cart_pruned,0.0254221000068355
breast_cancer,10,17.0,9.0,4.0,,,cart_tuned_depth,0.017792400001781
breast_cancer,10,,,,,,extra_trees,0.0458036999916657
breast_cancer,10,,,,,,linear_svm,0.0011455000203568
breast_cancer,10,19.0,10.0,4.0,0.1027603368790291,0.0,mags_binary_excluded,0.0867833999800495
breast_cancer,10,19.0,10.0,4.0,0.1027603368790291,0.0,mags_fixed,0.0783162000006996
breast_cancer,10,15.0,8.0,3.0,0.0285111145259126,0.0,mags_tuned,1.6731522000045516
breast_cancer,10,19.0,10.0,4.0,0.0337072602237752,0.0,matched_gini,0.0707235999871045
breast_cancer,10,21.0,11.0,4.0,,,noise_augmented_cart,0.0046793999790679
breast_cancer,10,,,,,,random_forest,0.0833998000016436
breast_cancer,10,,,,,,rbf_svm,0.0012391000054776
breast_cancer,11,21.0,11.0,4.0,,,cart_fixed,0.0028366999758873
breast_cancer,11,15.0,8.0,4.0,,,cart_pruned,0.0175997999904211
breast_cancer,11,21.0,11.0,4.0,,,cart_tuned_depth,0.0221013000118546
breast_cancer,11,,,,,,extra_trees,0.0440862999821547
breast_cancer,11,,,,,,linear_svm,0.0014968999894335
breast_cancer,11,17.0,9.0,4.0,0.0264513122363707,0.0,mags_binary_excluded,0.0608574000070802
breast_cancer,11,17.0,9.0,4.0,0.0264513122363707,0.0,mags_fixed,0.0641705000016372
breast_cancer,11,13.0,7.0,3.0,0.0086632936455489,0.0,mags_tuned,1.644617700017989
breast_cancer,11,17.0,9.0,4.0,0.013221115503394,0.0,matched_gini,0.0886926999955903
breast_cancer,11,21.0,11.0,4.0,,,noise_augmented_cart,0.0052865000034216
breast_cancer,11,,,,,,random_forest,0.0700155000085942
breast_cancer,11,,,,,,rbf_svm,0.0027391000185161
breast_cancer,12,19.0,10.0,4.0,,,cart_fixed,0.0027866000018548
breast_cancer,12,19.0,10.0,4.0,,,cart_pruned,0.0249742000014521
breast_cancer,12,7.0,4.0,2.0,,,cart_tuned_depth,0.0217383000126574
breast_cancer,12,,,,,,extra_trees,0.0385543999727815
breast_cancer,12,,,,,,linear_svm,0.0017177000117953
breast_cancer,12,19.0,10.0,4.0,0.0542894454351647,0.0,mags_binary_excluded,0.0732868999766651
breast_cancer,12,19.0,10.0,4.0,0.0542894454351647,0.0,mags_fixed,0.0753583000041544
breast_cancer,12,15.0,8.0,3.0,0.0360074882357491,0.0,mags_tuned,1.6660932000086175
breast_cancer,12,19.0,10.0,4.0,0.0221795805732826,0.0,matched_gini,0.0769172000000253
breast_cancer,12,21.0,11.0,4.0,,,noise_augmented_cart,0.0061581000045407
breast_cancer,12,,,,,,random_forest,0.0731096999952569
breast_cancer,12,,,,,,rbf_svm,0.0018361000111326
breast_cancer,13,13.0,7.0,4.0,,,cart_fixed,0.0033233999856747
breast_cancer,13,21.0,11.0,7.0,,,cart_pruned,0.0238189999945461
breast_cancer,13,7.0,4.0,2.0,,,cart_tuned_depth,0.0171630999830085
breast_cancer,13,,,,,,extra_trees,0.04867680001189
breast_cancer,13,,,,,,linear_svm,0.0012922000023536
breast_cancer,13,17.0,9.0,4.0,0.0464894206227753,0.0,mags_binary_excluded,0.0606685999955516
breast_cancer,13,17.0,9.0,4.0,0.0464894206227753,0.0,mags_fixed,0.0771377000201027
breast_cancer,13,17.0,9.0,4.0,0.0464894206227753,0.0,mags_tuned,1.7187523000175131
breast_cancer,13,17.0,9.0,4.0,0.0383693657269878,0.0,matched_gini,0.0876927000063005
